Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type
CELL-009129,BTH-0038,Line_2,Morning,ChemCorp,23.26,0.138,15.21,14.11,5034,97.36,None
CELL-000550,BTH-0125,Line_1,Evening,ChemCorp,21.53,0.121,15.05,13.95,4998,98.03,None
CELL-014913,BTH-0373,Line_3,Night,ChemCorp,24.71,0.138,14.99,14.01,4954,97.11,None
CELL-005610,BTH-0280,Line_1,Evening,ChemCorp,22.93,0.115,15.09,14.71,4978,96.85,None
CELL-005750,BTH-0141,Line_3,Morning,ChemCorp,24.12,0.139,15.08,13.8,4983,97.27,None
CELL-010224,BTH-0342,Line_2,Evening,ChemCorp,24.71,0.144,14.96,13.99,5011,97.01,None
CELL-006168,BTH-0455,Line_1,Night,LithioMat,23.64,0.123,14.98,14.2,4973,96.73,None
CELL-017242,BTH-0266,Line_1,Evening,ChemCorp,22.43,0.103,14.96,13.05,5006,98.31,None
CELL-014874,BTH-0237,Line_2,Morning,VoltIndustries,20.24,0.109,15.0,15.16,4930,95.82,High Internal Resistance
CELL-007383,BTH-0448,Line_2,Night,LithioMat,23.31,0.115,15.05,13.56,5051,97.16,None
CELL-005176,BTH-0264,Line_3,Night,ChemCorp,19.08,0.134,15.14,14.28,4925,95.81,None
CELL-011206,BTH-0012,Line_3,Evening,ChemCorp,24.65,0.17,14.87,14.84,5023,97.52,None
CELL-000654,BTH-0039,Line_3,Evening,ChemCorp,23.17,0.139,15.06,13.75,4986,98.06,None
CELL-008899,BTH-0341,Line_2,Evening,LithioMat,22.86,0.165,15.02,14.07,4974,97.43,None
CELL-018514,BTH-0107,Line_1,Evening,ChemCorp,23.18,0.155,14.99,13.31,5005,96.28,None
CELL-018263,BTH-0106,Line_3,Morning,LithioMat,22.63,0.125,14.89,13.62,4996,96.5,None
CELL-010652,BTH-0077,Line_1,Night,LithioMat,22.35,0.152,15.0,14.39,4983,97.03,None
CELL-009348,BTH-0277,Line_2,Evening,ChemCorp,23.85,0.131,14.85,13.39,5003,96.64,None
CELL-016992,BTH-0405,Line_2,Morning,ChemCorp,24.98,0.107,14.92,13.62,4985,97.94,None
CELL-005962,BTH-0266,Line_2,Evening,LithioMat,26.83,0.133,14.95,13.43,5032,96.63,None
CELL-013693,BTH-0148,Line_3,Evening,LithioMat,24.88,0.124,14.97,14.1,5003,95.33,None
CELL-014407,BTH-0337,Line_1,Morning,LithioMat,24.94,0.147,14.89,15.44,4957,96.31,High Internal Resistance
CELL-012972,BTH-0149,Line_1,Night,ChemCorp,20.59,0.138,14.89,13.99,5023,97.73,None
CELL-014159,BTH-0325,Line_1,Evening,ChemCorp,23.85,0.155,15.14,13.29,5012,97.46,None
CELL-010441,BTH-0426,Line_1,Morning,ChemCorp,24.85,0.131,15.15,14.31,5077,97.04,None
CELL-008996,BTH-0383,Line_2,Morning,LithioMat,27.3,0.132,14.73,16.43,4780,94.21,High Internal Resistance
CELL-011423,BTH-0016,Line_1,Night,ChemCorp,23.3,0.16,14.99,14.07,5027,97.06,None
CELL-018942,BTH-0036,Line_1,Evening,LithioMat,22.28,0.18,14.99,13.1,4984,96.44,None
CELL-009641,BTH-0400,Line_1,Night,LithioMat,22.82,0.151,15.17,14.23,5095,97.38,None
CELL-006744,BTH-0059,Line_2,Morning,VoltIndustries,23.36,0.172,15.04,15.43,4966,96.76,High Internal Resistance
CELL-017677,BTH-0165,Line_3,Evening,ChemCorp,24.66,0.146,15.09,13.39,5013,96.59,None
CELL-006415,BTH-0234,Line_3,Evening,ChemCorp,22.62,0.098,15.0,13.85,4973,96.57,None
CELL-015925,BTH-0341,Line_3,Morning,ChemCorp,22.24,0.142,15.17,14.0,5058,95.84,None
CELL-004331,BTH-0476,Line_1,Evening,LithioMat,24.11,0.144,15.24,13.27,4986,96.3,None
CELL-005931,BTH-0280,Line_3,Morning,ChemCorp,25.41,0.117,15.11,13.89,5008,96.05,None
CELL-007640,BTH-0125,Line_2,Night,ChemCorp,21.81,0.13,15.09,14.79,5034,98.9,None
CELL-011345,BTH-0374,Line_1,Morning,ChemCorp,23.02,0.142,15.06,13.75,4960,96.68,None
CELL-009483,BTH-0208,Line_1,Evening,LithioMat,22.14,0.169,15.06,14.92,4970,97.77,None
CELL-014675,BTH-0448,Line_3,Evening,VoltIndustries,21.7,0.15,15.03,14.35,4988,97.32,None
CELL-013575,BTH-0440,Line_2,Evening,LithioMat,23.66,0.117,14.95,14.83,5000,96.25,None
CELL-003208,BTH-0237,Line_1,Night,LithioMat,22.77,0.146,15.28,13.2,4989,95.57,None
CELL-016141,BTH-0298,Line_2,Evening,VoltIndustries,27.53,0.131,14.75,16.84,4763,92.76,Critical Resistance
CELL-017144,BTH-0093,Line_3,Night,ChemCorp,20.15,0.158,15.26,13.37,5049,97.04,None
CELL-003861,BTH-0129,Line_1,Morning,LithioMat,24.16,0.141,15.05,12.9,5013,97.62,None
CELL-004177,BTH-0496,Line_1,Night,VoltIndustries,21.46,0.13,14.9,14.18,4999,97.42,None
CELL-018486,BTH-0266,Line_2,Morning,LithioMat,23.23,0.144,14.96,13.68,4978,97.28,None
CELL-001970,BTH-0270,Line_1,Evening,LithioMat,24.69,0.122,14.86,14.05,5004,96.66,None
CELL-011264,BTH-0473,Line_1,Night,LithioMat,23.0,0.153,14.86,13.78,4974,97.01,None
CELL-018836,BTH-0387,Line_3,Night,ChemCorp,21.42,0.094,14.97,13.56,4987,95.42,None
CELL-011782,BTH-0158,Line_1,Morning,LithioMat,20.62,0.132,15.06,14.28,4952,96.49,None
CELL-016755,BTH-0495,Line_2,Night,LithioMat,22.86,0.134,15.02,15.09,4963,96.99,High Internal Resistance
CELL-005390,BTH-0223,Line_2,Evening,ChemCorp,25.21,0.148,14.9,14.95,4998,95.79,None
CELL-015015,BTH-0095,Line_1,Night,VoltIndustries,23.58,0.129,15.14,14.52,4994,95.43,None
CELL-003346,BTH-0156,Line_1,Night,ChemCorp,23.42,0.138,14.91,14.26,4913,98.14,None
CELL-014676,BTH-0085,Line_2,Morning,VoltIndustries,22.9,0.103,14.99,14.19,4978,97.57,Poor Retention
CELL-000109,BTH-0215,Line_1,Morning,ChemCorp,22.69,0.161,15.07,13.34,5032,95.95,None
CELL-004920,BTH-0001,Line_3,Evening,ChemCorp,20.76,0.108,14.81,14.01,4980,97.79,Poor Retention
CELL-015666,BTH-0062,Line_3,Morning,ChemCorp,23.23,0.111,14.96,14.82,5005,97.59,None
CELL-017813,BTH-0060,Line_3,Night,VoltIndustries,22.9,0.147,14.9,14.61,4968,96.48,None
CELL-006687,BTH-0149,Line_3,Evening,ChemCorp,21.52,0.124,15.08,13.69,4946,96.81,None
CELL-017050,BTH-0485,Line_2,Night,ChemCorp,22.43,0.111,14.81,13.74,5077,96.06,None
CELL-011915,BTH-0235,Line_1,Evening,LithioMat,22.87,0.132,14.81,13.37,4982,97.02,None
CELL-003929,BTH-0199,Line_1,Evening,ChemCorp,22.57,0.163,15.05,14.56,4978,96.55,None
CELL-008525,BTH-0333,Line_1,Evening,VoltIndustries,26.11,0.135,14.71,16.05,4886,92.2,High Internal Resistance
CELL-016725,BTH-0401,Line_2,Evening,LithioMat,23.78,0.157,14.88,13.63,5034,97.42,None
CELL-010576,BTH-0179,Line_1,Night,ChemCorp,22.71,0.13,15.06,13.88,4988,96.95,None
CELL-013095,BTH-0381,Line_1,Morning,VoltIndustries,23.22,0.146,14.91,14.82,4997,96.81,None
CELL-014001,BTH-0282,Line_2,Evening,ChemCorp,24.9,0.117,15.05,14.05,4974,97.81,None
CELL-018001,BTH-0424,Line_1,Morning,VoltIndustries,24.92,0.122,15.14,14.23,4986,97.79,None
CELL-002095,BTH-0440,Line_2,Morning,LithioMat,23.79,0.149,15.11,14.16,4959,96.98,None
CELL-001312,BTH-0004,Line_3,Morning,ChemCorp,22.16,0.15,14.9,14.16,4960,98.2,None
CELL-006134,BTH-0139,Line_3,Morning,ChemCorp,24.92,0.135,15.07,14.44,4973,96.14,None
CELL-018601,BTH-0375,Line_2,Night,ChemCorp,22.99,0.127,14.87,12.98,5031,96.89,None
CELL-000266,BTH-0442,Line_1,Evening,ChemCorp,22.84,0.134,14.93,13.53,5035,97.99,None
CELL-001032,BTH-0083,Line_1,Morning,LithioMat,27.9,0.125,14.7,16.69,4737,95.25,Critical Resistance
CELL-004312,BTH-0465,Line_1,Night,LithioMat,22.9,0.121,14.89,15.49,4943,96.48,High Internal Resistance
CELL-003237,BTH-0239,Line_1,Evening,LithioMat,24.48,0.145,15.0,13.79,4989,98.41,None
CELL-018990,BTH-0324,Line_2,Evening,VoltIndustries,23.65,0.144,14.94,14.87,5014,97.06,None
CELL-011852,BTH-0422,Line_2,Night,ChemCorp,21.72,0.119,14.95,13.6,5020,97.46,None
CELL-008733,BTH-0287,Line_1,Evening,VoltIndustries,23.89,0.132,14.78,16.03,4822,93.63,High Internal Resistance
CELL-000898,BTH-0417,Line_1,Morning,ChemCorp,27.22,0.124,14.96,13.84,5039,96.53,None
CELL-014521,BTH-0495,Line_1,Evening,ChemCorp,25.37,0.136,15.05,14.24,4964,98.41,None
CELL-018578,BTH-0058,Line_2,Evening,VoltIndustries,23.34,0.152,14.91,15.44,4910,95.72,High Internal Resistance
CELL-003235,BTH-0490,Line_2,Evening,LithioMat,23.55,0.145,15.15,13.89,5034,96.22,None
CELL-010034,BTH-0228,Line_2,Night,VoltIndustries,23.55,0.154,14.93,14.38,4951,96.37,None
CELL-012880,BTH-0456,Line_2,Evening,LithioMat,26.43,0.152,14.66,14.67,5006,96.24,None
CELL-013675,BTH-0393,Line_3,Night,ChemCorp,23.47,0.12,14.83,13.76,4982,96.48,None
CELL-000793,BTH-0052,Line_2,Morning,ChemCorp,20.87,0.102,15.12,13.97,5025,97.4,Poor Retention
CELL-006754,BTH-0156,Line_1,Night,VoltIndustries,20.71,0.158,15.06,15.18,4971,97.19,High Internal Resistance
CELL-018298,BTH-0067,Line_3,Night,ChemCorp,21.25,0.162,14.98,13.63,5055,97.28,None
CELL-004498,BTH-0168,Line_1,Evening,VoltIndustries,24.09,0.163,15.06,14.66,4969,97.27,None
CELL-007872,BTH-0088,Line_2,Night,ChemCorp,21.81,0.113,14.95,13.68,5044,97.26,None
CELL-019275,BTH-0061,Line_2,Morning,ChemCorp,23.29,0.119,14.94,12.96,5036,96.91,None
CELL-002186,BTH-0328,Line_2,Evening,VoltIndustries,24.67,0.125,14.95,15.05,5023,95.61,High Internal Resistance
CELL-016105,BTH-0372,Line_2,Evening,ChemCorp,21.33,0.137,14.91,14.44,5004,95.5,None
CELL-000607,BTH-0058,Line_3,Night,ChemCorp,20.3,0.139,14.91,13.34,5060,96.17,None
CELL-006145,BTH-0088,Line_1,Evening,ChemCorp,24.21,0.165,14.95,14.79,4979,95.25,None
CELL-004979,BTH-0415,Line_3,Evening,ChemCorp,23.78,0.088,14.91,14.01,4972,97.98,Poor Retention
CELL-015394,BTH-0333,Line_3,Evening,LithioMat,26.03,0.163,14.77,15.09,4997,96.85,High Internal Resistance
CELL-019966,BTH-0413,Line_1,Morning,ChemCorp,23.67,0.102,15.0,14.0,5065,96.7,None
CELL-012115,BTH-0476,Line_1,Evening,VoltIndustries,24.82,0.138,14.93,14.51,5033,96.67,None
CELL-017750,BTH-0121,Line_3,Night,VoltIndustries,22.99,0.144,14.96,14.66,4972,97.34,None
CELL-007085,BTH-0246,Line_1,Morning,LithioMat,24.14,0.153,14.84,13.86,5002,97.04,None
CELL-000077,BTH-0455,Line_1,Evening,ChemCorp,21.38,0.128,15.02,14.57,5010,97.03,None
CELL-018122,BTH-0067,Line_2,Morning,LithioMat,25.91,0.155,15.05,13.51,5024,97.55,None
CELL-006899,BTH-0453,Line_1,Morning,ChemCorp,24.11,0.09,14.95,13.53,4987,97.7,None
CELL-014429,BTH-0216,Line_2,Morning,ChemCorp,22.73,0.138,15.09,13.77,5018,98.32,None
CELL-009029,BTH-0312,Line_3,Evening,VoltIndustries,22.66,0.136,15.03,15.83,4888,94.39,High Internal Resistance
CELL-011586,BTH-0195,Line_3,Morning,ChemCorp,24.55,0.155,14.92,13.72,4998,96.05,None
CELL-000427,BTH-0022,Line_1,Morning,LithioMat,23.16,0.137,15.1,14.73,5044,96.13,None
CELL-011198,BTH-0082,Line_1,Night,ChemCorp,20.57,0.141,14.93,14.67,4989,97.74,None
CELL-014416,BTH-0095,Line_3,Morning,ChemCorp,25.37,0.163,15.07,14.64,4961,94.97,Poor Retention
CELL-015656,BTH-0263,Line_3,Evening,VoltIndustries,24.93,0.197,14.99,15.01,5000,98.32,High Internal Resistance
CELL-011814,BTH-0344,Line_2,Morning,VoltIndustries,24.14,0.138,15.15,14.6,4968,96.8,None
CELL-000269,BTH-0295,Line_2,Night,VoltIndustries,24.16,0.148,14.84,15.33,4930,95.96,High Internal Resistance
CELL-006487,BTH-0292,Line_3,Morning,LithioMat,25.69,0.144,14.81,14.38,4960,95.86,None
CELL-012022,BTH-0012,Line_3,Night,LithioMat,21.08,0.153,14.91,13.81,4958,96.63,None
CELL-010436,BTH-0307,Line_2,Night,VoltIndustries,22.05,0.165,15.07,15.55,4943,95.01,High Internal Resistance
CELL-009025,BTH-0385,Line_1,Evening,ChemCorp,23.64,0.129,15.0,13.96,4984,96.89,None
CELL-000774,BTH-0368,Line_1,Morning,ChemCorp,24.71,0.163,15.02,13.98,5016,97.14,None
CELL-017781,BTH-0449,Line_1,Morning,LithioMat,22.88,0.145,15.02,14.15,5028,96.26,None
CELL-005475,BTH-0036,Line_1,Evening,VoltIndustries,22.72,0.14,15.02,14.69,5022,97.12,None
CELL-011229,BTH-0114,Line_1,Evening,LithioMat,22.61,0.158,15.04,13.87,4999,95.52,None
CELL-011078,BTH-0335,Line_2,Night,ChemCorp,19.85,0.131,14.96,14.32,5009,96.95,None
CELL-016679,BTH-0319,Line_3,Night,ChemCorp,21.28,0.14,15.05,14.28,4988,95.64,None
CELL-015376,BTH-0173,Line_3,Night,ChemCorp,22.8,0.181,14.92,14.47,5044,96.11,None
CELL-001298,BTH-0247,Line_1,Night,ChemCorp,20.64,0.111,15.07,14.07,4982,95.47,None
CELL-005101,BTH-0218,Line_2,Morning,ChemCorp,25.94,0.15,15.03,13.55,4987,96.95,None
CELL-000516,BTH-0247,Line_3,Night,LithioMat,19.54,0.132,15.0,13.75,4967,97.73,None
CELL-010338,BTH-0127,Line_2,Morning,VoltIndustries,25.81,0.129,14.67,16.02,4829,92.75,High Internal Resistance
CELL-017403,BTH-0103,Line_1,Evening,VoltIndustries,22.81,0.155,14.76,15.98,4829,93.95,High Internal Resistance
CELL-014535,BTH-0379,Line_2,Evening,ChemCorp,24.83,0.107,15.17,15.15,4968,98.79,High Internal Resistance
CELL-005204,BTH-0303,Line_1,Evening,ChemCorp,23.45,0.141,15.03,13.61,5059,97.74,None
CELL-010794,BTH-0493,Line_1,Morning,VoltIndustries,23.32,0.114,14.9,14.85,4976,99.5,None
CELL-008626,BTH-0035,Line_1,Morning,ChemCorp,24.35,0.14,15.02,14.11,5037,97.73,None
CELL-003101,BTH-0109,Line_2,Evening,ChemCorp,24.79,0.138,15.2,14.17,5045,97.03,None
CELL-012776,BTH-0006,Line_1,Evening,ChemCorp,26.71,0.144,14.81,14.0,4974,98.1,None
CELL-003902,BTH-0329,Line_2,Morning,ChemCorp,22.21,0.124,14.83,14.1,4987,98.33,None
CELL-001217,BTH-0007,Line_1,Night,VoltIndustries,21.79,0.16,14.99,14.57,5018,96.26,None
CELL-011439,BTH-0463,Line_1,Morning,ChemCorp,24.15,0.129,14.96,14.32,5024,97.93,None
CELL-002339,BTH-0058,Line_2,Morning,LithioMat,24.1,0.133,15.05,13.66,5015,98.09,None
CELL-002425,BTH-0046,Line_3,Evening,LithioMat,23.97,0.162,15.28,14.19,4996,96.07,None
CELL-000785,BTH-0403,Line_1,Night,ChemCorp,18.75,0.139,15.08,14.3,5014,96.59,None
CELL-004825,BTH-0308,Line_2,Night,LithioMat,21.77,0.126,14.88,14.02,5021,98.25,None
CELL-003920,BTH-0399,Line_3,Night,ChemCorp,19.22,0.15,14.83,13.08,4966,96.62,None
CELL-018867,BTH-0404,Line_3,Night,VoltIndustries,20.7,0.147,15.05,14.75,5008,98.1,None
CELL-007778,BTH-0281,Line_2,Morning,LithioMat,26.6,0.172,14.74,15.0,5060,96.25,None
CELL-005180,BTH-0003,Line_3,Night,VoltIndustries,23.01,0.149,15.15,14.17,4974,97.83,None
CELL-000123,BTH-0188,Line_3,Evening,ChemCorp,24.07,0.164,14.98,13.55,5033,97.32,None
CELL-003716,BTH-0186,Line_3,Morning,LithioMat,23.02,0.118,15.19,12.77,5032,96.85,None
CELL-001328,BTH-0173,Line_1,Evening,ChemCorp,22.98,0.149,14.94,13.97,4983,98.2,None
CELL-001035,BTH-0078,Line_1,Morning,VoltIndustries,21.87,0.158,15.0,15.33,4966,97.61,High Internal Resistance
CELL-010736,BTH-0340,Line_1,Evening,VoltIndustries,24.1,0.102,15.06,15.31,4981,95.74,High Internal Resistance
CELL-017433,BTH-0133,Line_1,Evening,LithioMat,25.44,0.152,14.99,13.55,5046,95.74,None
CELL-005939,BTH-0219,Line_2,Morning,LithioMat,25.38,0.149,14.77,15.01,5020,97.41,High Internal Resistance
CELL-017980,BTH-0147,Line_1,Night,ChemCorp,20.35,0.139,15.08,13.96,4958,97.57,None
CELL-016032,BTH-0121,Line_1,Evening,LithioMat,20.2,0.113,14.8,14.72,4963,96.72,None
CELL-019912,BTH-0222,Line_1,Morning,ChemCorp,21.36,0.125,14.86,15.03,4973,97.8,High Internal Resistance
CELL-005353,BTH-0047,Line_2,Morning,LithioMat,23.81,0.134,15.05,13.12,5018,97.56,None
CELL-019737,BTH-0013,Line_1,Night,ChemCorp,22.58,0.14,14.94,14.73,5015,96.94,None
CELL-013513,BTH-0201,Line_2,Night,LithioMat,21.55,0.163,15.09,14.44,4992,97.61,None
CELL-012249,BTH-0463,Line_1,Night,ChemCorp,22.54,0.109,14.9,14.33,4987,97.23,None
CELL-006877,BTH-0101,Line_3,Night,VoltIndustries,22.02,0.141,15.03,15.27,5010,96.89,High Internal Resistance
CELL-015209,BTH-0018,Line_2,Night,ChemCorp,21.62,0.135,14.94,13.0,5033,97.49,None
CELL-016911,BTH-0485,Line_1,Morning,LithioMat,22.46,0.177,15.07,13.36,4998,96.9,None
CELL-011607,BTH-0044,Line_3,Night,LithioMat,23.27,0.147,15.0,13.67,4979,97.61,None
CELL-006708,BTH-0471,Line_2,Morning,LithioMat,23.54,0.101,15.03,13.93,5046,97.2,None
CELL-009395,BTH-0340,Line_3,Morning,ChemCorp,25.2,0.135,15.07,13.64,5079,97.33,None
CELL-000272,BTH-0113,Line_1,Night,ChemCorp,20.94,0.161,14.78,14.76,4994,96.66,None
CELL-004384,BTH-0047,Line_1,Night,ChemCorp,19.91,0.153,14.82,13.72,5013,97.91,None
CELL-003425,BTH-0117,Line_2,Evening,LithioMat,23.27,0.165,15.11,14.67,4931,96.17,None
CELL-018701,BTH-0358,Line_3,Morning,LithioMat,25.86,0.147,14.65,15.38,4908,95.68,High Internal Resistance
CELL-010550,BTH-0380,Line_1,Morning,VoltIndustries,24.32,0.107,15.05,15.4,4920,96.86,High Internal Resistance
CELL-007320,BTH-0472,Line_2,Evening,ChemCorp,25.09,0.116,14.9,14.31,5006,98.67,None
CELL-000992,BTH-0289,Line_2,Morning,LithioMat,24.85,0.119,14.98,14.64,4986,98.1,None
CELL-015650,BTH-0344,Line_3,Evening,ChemCorp,24.22,0.141,15.02,14.18,4980,95.9,None
CELL-016447,BTH-0281,Line_2,Night,ChemCorp,23.49,0.113,14.94,13.88,5014,96.61,None
CELL-010941,BTH-0448,Line_1,Evening,LithioMat,24.44,0.138,14.82,14.81,4927,97.71,None
CELL-014185,BTH-0417,Line_3,Evening,ChemCorp,23.72,0.111,14.95,13.4,5011,96.7,None
CELL-008224,BTH-0140,Line_3,Night,ChemCorp,22.49,0.15,15.04,13.75,5021,96.89,None
CELL-019693,BTH-0313,Line_2,Evening,LithioMat,24.61,0.137,15.2,14.18,5003,96.24,None
CELL-015657,BTH-0145,Line_3,Evening,ChemCorp,22.12,0.119,15.05,13.76,5013,97.23,None
CELL-017900,BTH-0440,Line_3,Evening,ChemCorp,24.19,0.121,15.06,13.93,4943,96.09,None
CELL-012956,BTH-0327,Line_1,Morning,ChemCorp,24.95,0.12,14.9,14.29,5008,96.53,None
CELL-016359,BTH-0408,Line_3,Night,LithioMat,19.78,0.094,15.01,13.93,4996,96.9,None
CELL-015813,BTH-0373,Line_2,Evening,ChemCorp,23.04,0.145,14.92,14.15,4948,97.38,None
CELL-013108,BTH-0132,Line_1,Night,VoltIndustries,22.84,0.166,15.02,14.64,5024,96.11,None
CELL-013564,BTH-0225,Line_1,Evening,VoltIndustries,23.42,0.133,14.94,15.19,5012,98.64,High Internal Resistance
CELL-004479,BTH-0344,Line_2,Morning,ChemCorp,22.71,0.122,15.07,13.61,4988,97.16,None
CELL-000923,BTH-0233,Line_1,Night,LithioMat,25.95,0.145,14.69,15.39,4976,96.75,High Internal Resistance
CELL-000624,BTH-0192,Line_2,Morning,ChemCorp,23.25,0.114,15.06,14.86,5028,97.46,None
CELL-015429,BTH-0396,Line_3,Night,LithioMat,21.04,0.14,14.91,14.72,5003,96.87,None
CELL-010223,BTH-0369,Line_3,Night,ChemCorp,20.8,0.122,15.02,13.52,4974,96.6,None
CELL-008337,BTH-0244,Line_1,Evening,LithioMat,23.65,0.117,14.99,14.05,5016,97.1,None
CELL-004698,BTH-0051,Line_1,Morning,LithioMat,22.86,0.134,14.97,14.43,5062,97.09,None
CELL-007400,BTH-0052,Line_2,Night,VoltIndustries,23.04,0.14,14.96,14.3,5008,97.73,None
CELL-010225,BTH-0114,Line_1,Evening,LithioMat,25.6,0.148,14.92,14.69,5010,97.46,None
CELL-012868,BTH-0293,Line_2,Evening,ChemCorp,25.99,0.139,14.8,15.61,4918,95.13,High Internal Resistance
CELL-011726,BTH-0254,Line_1,Evening,ChemCorp,23.67,0.149,14.96,13.95,5080,95.42,None
CELL-011506,BTH-0052,Line_2,Evening,ChemCorp,23.39,0.157,14.92,14.71,5032,98.09,None
CELL-010621,BTH-0152,Line_2,Morning,VoltIndustries,21.73,0.112,14.92,15.4,4922,96.84,High Internal Resistance
CELL-015208,BTH-0286,Line_2,Night,ChemCorp,21.83,0.14,14.9,13.91,5025,97.17,None
CELL-004028,BTH-0213,Line_2,Morning,LithioMat,23.83,0.138,15.19,14.12,4998,97.08,None
CELL-015351,BTH-0026,Line_1,Evening,VoltIndustries,22.29,0.133,14.98,15.58,4943,91.6,High Internal Resistance
CELL-008444,BTH-0196,Line_2,Night,ChemCorp,23.08,0.121,14.97,13.87,5020,96.09,None
CELL-015527,BTH-0437,Line_1,Evening,ChemCorp,22.58,0.14,14.92,14.32,4965,97.6,None
CELL-012266,BTH-0008,Line_1,Morning,LithioMat,24.59,0.157,14.87,13.34,4979,96.55,None
CELL-010560,BTH-0017,Line_2,Morning,LithioMat,24.71,0.172,14.85,13.45,4954,96.93,None
CELL-001055,BTH-0162,Line_1,Morning,LithioMat,23.82,0.12,15.02,14.03,5024,97.31,None
CELL-018539,BTH-0287,Line_1,Evening,VoltIndustries,22.72,0.143,15.01,14.26,5018,97.38,None
CELL-004323,BTH-0227,Line_1,Evening,VoltIndustries,25.36,0.171,14.85,15.87,4855,92.12,High Internal Resistance
CELL-000173,BTH-0431,Line_3,Morning,LithioMat,22.84,0.146,15.05,14.14,5045,96.0,None
CELL-011649,BTH-0130,Line_1,Morning,ChemCorp,24.24,0.124,15.06,13.62,4982,97.42,None
CELL-002910,BTH-0304,Line_1,Morning,LithioMat,25.77,0.114,14.76,15.43,4994,97.69,High Internal Resistance
CELL-014774,BTH-0428,Line_3,Morning,ChemCorp,22.27,0.139,14.99,13.3,4985,97.8,None
CELL-005912,BTH-0169,Line_2,Evening,ChemCorp,24.62,0.134,14.95,13.99,4986,96.73,None
CELL-000686,BTH-0160,Line_3,Morning,ChemCorp,24.62,0.138,15.08,14.58,5030,97.42,None
CELL-001025,BTH-0437,Line_3,Evening,VoltIndustries,22.1,0.149,15.01,15.39,4984,97.89,High Internal Resistance
CELL-009089,BTH-0070,Line_2,Morning,ChemCorp,25.41,0.155,15.14,14.11,5042,97.09,None
CELL-008088,BTH-0409,Line_1,Morning,LithioMat,26.08,0.107,14.78,16.05,4875,95.5,High Internal Resistance
CELL-011750,BTH-0280,Line_3,Morning,ChemCorp,24.16,0.118,14.94,13.15,5032,97.32,None
CELL-006529,BTH-0384,Line_1,Morning,ChemCorp,26.83,0.208,14.78,15.0,4967,97.08,None
CELL-004809,BTH-0476,Line_2,Night,LithioMat,21.36,0.123,15.05,14.52,4946,98.08,None
CELL-006078,BTH-0338,Line_1,Night,ChemCorp,23.31,0.148,15.07,14.78,4997,98.97,None
CELL-003721,BTH-0020,Line_3,Evening,VoltIndustries,22.64,0.102,14.98,14.58,4989,97.04,Poor Retention
CELL-010156,BTH-0076,Line_1,Morning,ChemCorp,25.89,0.146,14.89,14.52,5050,96.15,None
CELL-006570,BTH-0165,Line_3,Evening,VoltIndustries,23.1,0.155,15.05,15.12,4970,96.9,High Internal Resistance
CELL-011510,BTH-0226,Line_1,Morning,LithioMat,25.39,0.128,14.99,13.87,5033,98.2,None
CELL-010406,BTH-0431,Line_1,Evening,ChemCorp,25.25,0.162,15.12,14.37,4984,97.6,None
CELL-019985,BTH-0085,Line_2,Night,VoltIndustries,21.12,0.153,14.98,14.2,5044,95.88,None
CELL-000781,BTH-0100,Line_1,Morning,VoltIndustries,25.67,0.15,14.66,16.24,4831,91.88,High Internal Resistance
CELL-004157,BTH-0134,Line_1,Evening,ChemCorp,28.12,0.116,14.99,14.55,4999,96.84,None
CELL-005752,BTH-0262,Line_3,Evening,ChemCorp,22.9,0.12,15.03,14.15,4975,97.85,None
CELL-016110,BTH-0455,Line_3,Evening,VoltIndustries,22.73,0.146,14.68,15.81,4887,95.31,High Internal Resistance
CELL-009425,BTH-0130,Line_2,Night,VoltIndustries,19.88,0.166,15.08,15.11,4961,97.56,High Internal Resistance
CELL-007669,BTH-0048,Line_2,Night,LithioMat,21.02,0.155,15.1,14.24,4979,97.24,None
CELL-011536,BTH-0094,Line_2,Evening,ChemCorp,26.52,0.168,14.69,14.84,5020,97.12,None
CELL-006426,BTH-0062,Line_1,Morning,LithioMat,25.75,0.146,14.83,13.85,5043,96.29,None
CELL-019645,BTH-0225,Line_1,Evening,ChemCorp,23.56,0.111,15.05,14.09,4998,96.14,None
CELL-012698,BTH-0293,Line_1,Evening,VoltIndustries,25.65,0.13,14.9,14.84,5027,96.24,None
CELL-008469,BTH-0433,Line_1,Night,ChemCorp,22.47,0.1,15.12,13.92,5026,97.64,None
CELL-014951,BTH-0415,Line_1,Morning,VoltIndustries,20.93,0.108,15.17,15.19,4974,97.48,High Internal Resistance
CELL-000404,BTH-0445,Line_2,Night,VoltIndustries,21.46,0.111,15.17,14.66,4990,97.46,None
CELL-002531,BTH-0328,Line_2,Morning,ChemCorp,24.45,0.107,15.07,14.26,4961,97.52,None
CELL-012337,BTH-0385,Line_3,Evening,LithioMat,25.09,0.141,14.98,14.33,4974,96.7,None
CELL-001904,BTH-0061,Line_3,Morning,ChemCorp,22.01,0.129,14.89,14.72,5005,97.64,None
CELL-009913,BTH-0232,Line_3,Night,LithioMat,22.17,0.133,14.95,13.67,5001,97.12,None
CELL-014342,BTH-0421,Line_1,Night,VoltIndustries,18.84,0.156,14.99,14.29,4976,95.76,None
